date,PM2.5,PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,AQI
2022-02-27,97.025,135.852,48.477,20.607,2.129,40.045,30.849,70.583,5.505,98.964
2022-02-28,120.327,151.975,35.558,21.570,1.209,40.226,33.056,51.969,7.228,112.868
2022-03-01,115.531,155.576,48.304,19.532,1.243,31.005,33.362,80.568,4.655,114.099
2022-03-02,110.680,157.163,46.114,20.046,1.577,21.888,35.218,88.692,5.680,111.712
2022-03-03,104.465,131.289,53.824,17.067,1.474,22.632,34.923,42.339,5.146,102.384
2022-03-04,98.847,143.329,36.245,16.244,1.211,15.392,39.992,64.624,6.734,99.671
2022-03-05,103.782,142.437,29.713,15.007,1.239,22.414,32.535,30.321,6.769,100.565
2022-03-06,115.699,152.486,35.956,13.040,0.749,30.482,35.151,72.783,4.923,110.786
2022-03-07,122.287,156.553,41.671,15.601,1.033,26.082,41.134,54.857,5.244,116.444
2022-03-08,119.770,166.962,40.466,19.129,1.355,28.739,32.386,41.596,7.414,118.067
2022-03-09,103.718,147.284,36.852,20.516,1.333,33.449,34.645,75.133,7.474,103.415
2022-03-10,98.869,147.488,24.726,18.644,1.566,27.872,31.441,78.639,5.482,98.626
2022-03-11,109.142,164.181,43.764,8.221,1.164,22.147,34.585,36.670,0.558,112.578
2022-03-12,94.048,155.861,55.779,27.873,0.784,29.627,32.058,32.460,1.283,104.938
2022-03-13,110.953,165.772,43.714,25.432,1.517,23.711,37.596,50.045,6.935,113.951
2022-03-14,107.351,156.174,44.873,22.229,1.631,28.104,34.953,67.559,1.135,109.502
2022-03-15,104.959,141.897,44.580,29.537,1.469,39.399,31.756,77.605,2.101,103.964
2022-03-16,96.076,140.308,43.176,15.113,1.151,28.106,37.133,62.764,2.229,98.766
2022-03-17,113.081,138.286,47.453,29.438,1.513,42.397,35.196,64.845,5.002,107.517
2022-03-18,104.840,160.573,43.163,15.174,2.229,40.021,37.559,77.991,4.825,109.225
2022-03-19,99.864,165.979,37.499,21.194,1.235,25.945,31.298,61.731,2.671,107.225
2022-03-20,86.357,172.718,33.632,13.631,0.806,22.222,35.885,66.669,2.057,101.721
2022-03-21,109.219,162.777,38.008,20.073,1.024,29.632,37.133,60.973,6.234,111.044
2022-03-22,123.712,166.085,42.513,21.931,1.388,38.073,33.575,82.827,7.516,120.184
2022-03-23,122.911,148.757,37.471,19.227,0.719,26.569,31.096,44.131,0.896,113.577
2022-03-24,106.041,143.083,42.515,23.569,1.251,36.357,34.775,45.840,1.499,104.449
2022-03-25,104.949,163.229,43.513,20.495,1.314,38.459,38.607,37.678,5.316,110.146
2022-03-26,113.577,158.974,46.665,17.388,1.661,24.582,38.320,79.168,6.533,113.814
2022-03-27,101.890,155.932,50.262,17.166,1.593,25.268,33.674,54.707,6.434,107.777
2022-03-28,112.334,158.780,40.624,24.055,1.459,34.989,31.124,50.874,5.898,111.926
2022-03-29,116.082,158.177,29.538,16.731,0.551,31.063,33.691,88.881,7.156,111.402
2022-03-30,119.793,167.812,37.239,24.577,1.476,25.198,33.587,85.608,2.130,117.688
2022-03-31,109.192,167.942,40.353,26.114,1.412,27.535,36.337,88.319,1.305,113.049
2022-04-01,108.370,160.442,25.314,11.656,1.277,29.506,34.685,38.538,5.115,107.380
2022-04-02,102.974,163.455,51.109,25.665,0.681,19.046,32.739,83.475,6.667,110.745
2022-04-03,103.371,160.125,41.139,30.302,0.967,35.360,38.308,49.723,4.865,107.951
2022-04-04,108.155,150.349,43.051,21.260,0.850,26.649,35.410,30.759,7.722,107.792
2022-04-05,112.876,162.493,50.924,22.995,0.595,10.514,36.285,53.478,6.467,115.371
2022-04-06,117.208,140.938,34.959,25.185,1.199,29.833,29.792,60.552,5.756,107.877
2022-04-07,103.428,165.368,44.592,18.623,0.961,24.809,27.678,36.493,0.952,110.243
2022-04-08,121.739,142.819,39.121,20.911,1.988,41.822,30.620,62.261,1.308,111.539
2022-04-09,107.564,157.547,38.527,13.429,1.149,25.902,33.470,79.168,6.386,108.752
2022-04-10,109.489,146.152,33.822,20.693,1.588,22.316,36.616,52.659,1.987,105.355
2022-04-11,103.601,160.042,53.325,22.491,0.729,33.556,27.833,51.159,0.716,110.478
2022-04-12,90.094,154.063,36.996,22.581,1.041,25.377,39.608,50.329,7.331,98.665
2022-04-13,116.461,138.339,45.596,25.327,1.229,24.544,35.308,85.386,7.181,108.851
2022-04-14,115.175,158.367,25.000,16.126,0.928,33.567,38.841,32.925,2.139,110.098
2022-04-15,106.913,148.245,49.440,17.337,1.073,22.717,32.063,56.705,6.352,107.818
2022-04-16,109.574,162.689,48.418,29.478,1.135,19.799,36.191,45.876,0.860,113.277
2022-04-17,113.032,153.735,40.779,19.248,1.130,42.082,34.890,83.628,2.638,110.792
2022-04-18,96.261,157.509,38.184,21.000,1.757,34.056,37.040,35.763,5.178,103.020
2022-04-19,104.378,143.803,43.200,19.665,1.313,28.151,33.835,54.687,6.224,103.970
2022-04-20,114.805,147.299,58.310,15.892,1.344,29.976,35.903,54.409,0.578,113.254
2022-04-21,98.249,148.410,25.894,28.118,1.362,33.541,37.734,83.304,2.947,98.826
2022-04-22,110.455,161.358,46.256,17.361,1.384,36.813,32.415,42.930,2.108,112.886
2022-04-23,97.069,169.349,32.707,14.364,1.175,24.708,35.034,68.694,7.991,105.881
2022-04-24,111.460,144.298,39.841,17.746,1.104,32.563,28.579,38.064,5.532,106.988
2022-04-25,107.242,162.884,38.017,9.991,1.250,26.453,36.283,87.239,3.543,110.090
2022-04-26,94.397,130.174,36.573,16.744,1.547,28.677,39.970,65.581,1.067,93.566
2022-04-27,116.419,139.676,39.916,15.159,1.538,31.125,30.300,67.575,4.990,108.095
2022-04-28,100.998,141.767,30.927,23.087,1.128,29.953,33.684,56.026,5.313,99.215
2022-04-29,100.160,137.557,48.233,16.633,1.430,35.149,36.522,50.537,6.623,100.994
2022-04-30,108.005,134.965,25.647,24.439,1.142,33.410,33.894,42.761,2.664,99.621
2022-05-01,115.340,154.640,44.318,26.992,1.210,19.443,34.212,66.239,7.861,112.926
2022-05-02,97.768,148.069,37.388,23.906,1.058,20.495,32.458,87.274,3.796,100.782
2022-05-03,106.123,153.695,30.633,18.923,1.146,27.412,32.259,51.587,2.720,105.297
2022-05-04,108.788,156.488,41.619,20.706,1.602,42.800,33.192,82.989,3.113,109.664
2022-05-05,110.623,151.914,27.544,12.375,1.228,24.039,33.484,38.927,4.397,106.394
2022-05-06,106.202,155.500,40.318,19.331,1.241,28.542,29.719,86.168,7.525,107.815
2022-05-07,101.560,147.884,28.617,15.698,0.766,26.246,32.967,51.029,6.014,100.868
2022-05-08,97.574,136.357,43.690,23.472,1.107,26.122,37.770,52.784,4.828,98.432
2022-05-09,104.575,158.445,32.605,32.864,1.128,31.248,31.704,57.771,1.721,106.342
2022-05-10,94.992,141.607,36.392,22.499,0.951,39.805,29.145,73.095,1.620,97.257
2022-05-11,79.876,137.765,42.352,10.044,1.206,33.192,32.295,73.179,4.266,89.738
2022-05-12,106.409,144.957,33.820,18.194,1.071,24.375,30.495,58.775,5.965,103.456
2022-05-13,109.811,137.215,39.536,20.612,1.224,49.273,28.512,61.389,6.133,103.978
2022-05-14,83.333,141.768,27.889,20.437,1.236,30.550,32.830,31.801,2.194,89.775
2022-05-15,93.809,148.975,45.047,16.346,0.913,25.959,30.165,48.258,1.251,100.606
2022-05-16,106.484,148.602,54.119,21.226,1.080,39.885,30.303,50.761,3.383,108.646
2022-05-17,117.627,135.717,62.338,13.787,1.223,26.717,32.516,63.524,7.386,111.996
2022-05-18,100.965,139.388,40.729,15.275,1.555,41.640,27.333,63.498,4.590,100.445
2022-05-19,94.599,154.570,46.306,23.229,1.277,23.906,26.583,72.594,2.901,102.932
2022-05-20,98.579,148.346,25.755,14.922,1.001,40.010,33.693,73.022,2.927,98.944
2022-05-21,110.654,163.681,52.022,22.691,1.320,31.407,25.759,44.113,1.491,114.836
2022-05-22,94.094,154.273,46.210,13.153,1.712,39.037,28.491,76.211,4.049,102.571
2022-05-23,92.469,153.450,36.129,28.824,1.475,43.312,25.888,31.176,6.435,99.495
2022-05-24,94.597,127.656,49.897,16.129,1.364,22.072,29.694,72.970,7.764,95.575
2022-05-25,90.422,148.695,37.964,18.882,1.418,38.930,32.300,36.124,4.262,97.413
2022-05-26,98.615,140.041,36.336,21.653,1.632,20.138,31.215,73.779,1.754,98.587
2022-05-27,110.211,134.572,43.803,17.173,1.523,22.670,37.913,61.627,5.622,104.237
2022-05-28,99.372,141.266,31.493,20.717,1.370,24.376,33.857,56.235,6.176,98.365
2022-05-29,94.338,148.536,48.173,22.877,1.521,33.525,27.659,71.440,1.038,101.364
2022-05-30,93.587,143.584,31.552,24.803,0.876,30.231,26.716,32.182,6.876,96.179
2022-05-31,82.976,129.277,31.600,23.957,0.749,28.830,38.281,43.408,6.720,86.591
2022-06-01,102.102,144.968,32.722,19.141,1.247,31.024,33.200,66.986,4.044,101.086
2022-06-02,93.965,130.644,46.076,19.267,1.221,34.139,31.631,80.833,4.703,95.391
2022-06-03,92.691,138.657,35.066,31.746,1.037,34.678,29.936,52.866,5.851,94.956
2022-06-04,119.222,132.923,29.216,24.749,1.448,37.659,30.380,45.526,5.576,105.331
2022-06-05,95.606,133.229,35.155,15.391,0.641,42.740,24.959,61.124,0.624,94.803
2022-06-06,86.736,142.537,39.744,20.500,1.040,29.850,29.721,67.339,1.418,94.078
2022-06-07,88.870,123.926,30.552,18.324,1.055,26.352,29.307,55.206,1.719,87.723
2022-06-08,100.995,153.228,30.787,19.323,0.709,34.295,26.223,82.603,6.168,102.623
2022-06-09,92.237,115.009,56.890,13.853,1.648,21.990,27.162,61.406,3.801,91.999
2022-06-10,79.345,126.683,33.115,17.940,0.792,25.249,33.163,32.149,4.591,84.301
2022-06-11,97.722,135.799,37.416,29.058,1.023,36.996,28.081,43.383,6.295,97.084
2022-06-12,84.537,137.372,37.062,22.895,1.472,29.131,34.508,57.039,3.057,90.893
2022-06-13,104.380,129.954,36.629,7.544,1.394,21.543,22.909,71.864,6.117,98.502
2022-06-14,97.542,129.811,44.971,26.084,0.868,19.571,26.401,43.185,3.817,96.708
2022-06-15,84.828,133.914,47.585,25.448,1.405,30.341,23.160,88.575,3.329,92.105
2022-06-16,98.158,126.918,37.552,18.204,1.287,37.993,24.008,49.113,2.998,94.665
2022-06-17,87.954,142.578,30.108,23.586,1.900,37.900,24.986,61.949,7.737,92.772
2022-06-18,93.731,136.454,50.196,15.703,1.321,30.776,28.249,31.138,6.290,97.841
2022-06-19,90.283,136.201,39.237,17.649,1.158,44.062,27.936,83.093,0.651,93.850
2022-06-20,79.129,117.222,53.843,27.493,0.943,29.266,24.929,77.330,7.681,85.500
2022-06-21,80.245,125.498,22.035,18.641,0.977,29.030,20.114,41.727,6.316,82.179
2022-06-22,93.124,122.694,41.563,10.651,0.952,12.028,31.061,85.994,1.619,91.683
2022-06-23,81.696,115.047,55.349,19.683,1.611,26.868,25.601,48.950,1.073,86.432
2022-06-24,80.633,128.108,37.174,19.607,1.205,35.964,22.939,71.531,2.811,86.184
2022-06-25,75.709,118.532,38.196,25.992,1.370,40.948,26.941,79.139,5.181,81.053
2022-06-26,86.225,129.863,42.364,20.072,1.654,24.188,26.559,74.455,5.124,90.544
2022-06-27,98.822,112.007,35.530,17.892,0.492,33.236,24.806,85.055,2.569,90.119
2022-06-28,73.266,139.298,37.503,25.225,1.584,37.328,26.048,81.856,3.843,85.923
2022-06-29,81.484,112.542,37.297,20.604,1.217,30.078,21.965,89.677,2.089,81.964
2022-06-30,92.072,123.097,34.981,16.250,1.331,14.017,27.538,40.957,0.879,89.961
2022-07-01,79.621,128.220,49.831,25.775,0.951,31.731,22.095,48.286,4.377,88.243
2022-07-02,83.361,113.992,43.689,20.968,0.973,35.330,23.097,68.174,3.102,84.616
2022-07-03,70.726,127.621,42.005,20.015,1.347,23.368,26.688,73.983,4.572,82.050
2022-07-04,82.136,106.202,46.469,20.890,1.915,28.221,28.182,62.076,7.599,82.222
2022-07-05,76.696,132.414,37.885,14.647,1.501,21.912,29.155,34.436,1.575,85.649
2022-07-06,85.564,117.433,33.806,17.362,1.580,12.009,27.394,80.496,0.515,84.773
2022-07-07,86.663,110.727,35.179,20.018,1.142,37.189,23.082,87.652,1.077,83.585
2022-07-08,97.367,113.100,40.014,19.027,1.020,29.974,19.260,54.331,3.970,90.616
2022-07-09,80.775,123.583,31.526,26.362,0.966,41.184,27.928,43.489,5.802,83.767
2022-07-10,78.232,109.052,35.998,21.087,1.054,36.001,27.654,31.159,4.856,79.032
2022-07-11,76.671,106.808,35.871,24.275,0.584,27.521,21.356,44.238,4.212,77.552
2022-07-12,71.782,111.493,56.996,20.047,0.983,29.418,25.966,71.995,3.155,80.738
2022-07-13,76.808,101.347,17.809,25.281,1.032,33.963,22.037,84.695,2.825,72.370
2022-07-14,71.231,130.732,38.563,21.988,1.147,36.768,27.369,35.611,3.322,82.548
2022-07-15,74.439,106.275,53.806,20.067,1.240,32.259,21.152,63.196,5.087,79.863
2022-07-16,83.130,119.670,40.975,19.934,1.309,37.739,28.466,71.732,1.758,85.661
2022-07-17,64.038,112.866,46.027,15.228,1.196,27.923,24.722,46.583,6.285,75.084
2022-07-18,80.712,100.347,40.799,22.535,1.026,23.020,27.590,64.194,4.814,78.620
2022-07-19,81.636,109.556,34.661,19.799,0.611,29.546,20.641,72.915,2.519,80.617
2022-07-20,69.662,116.881,22.065,17.490,1.027,31.436,23.084,80.263,4.259,74.308
2022-07-21,53.143,106.588,41.644,25.532,0.908,21.589,18.798,57.150,7.721,66.877
2022-07-22,64.769,119.835,33.795,13.749,1.340,20.643,24.076,74.871,0.654,75.094
2022-07-23,79.525,117.555,33.597,17.888,1.473,33.132,24.080,48.107,1.996,81.748
2022-07-24,68.486,115.969,36.008,25.139,1.482,27.156,28.414,42.783,3.863,76.235
2022-07-25,60.198,101.628,53.959,21.578,1.427,28.839,22.510,41.239,5.288,71.379
2022-07-26,63.681,94.874,59.239,19.761,1.160,27.482,23.079,51.532,2.092,72.151
2022-07-27,73.975,98.989,41.738,21.255,1.043,40.644,19.338,32.153,7.486,75.032
2022-07-28,71.158,106.544,36.282,20.897,0.976,38.832,22.219,46.980,5.319,74.799
2022-07-29,64.411,109.501,30.582,12.417,0.748,21.339,19.301,69.133,7.081,71.172
2022-07-30,62.931,81.794,43.748,18.254,1.498,26.270,20.636,68.875,2.970,64.753
2022-07-31,62.278,102.899,54.263,28.083,1.148,35.950,20.661,34.413,6.717,72.861
2022-08-01,57.583,104.037,38.021,16.703,0.826,34.214,18.931,47.245,3.337,67.607
2022-08-02,77.441,99.162,20.968,18.408,0.952,29.710,20.028,64.173,2.396,72.663
2022-08-03,61.500,114.337,45.360,17.292,0.940,22.037,18.567,49.113,7.337,74.123
2022-08-04,73.380,105.134,47.883,19.565,1.213,25.222,18.408,55.079,1.192,77.807
2022-08-05,75.383,113.516,27.313,17.084,1.520,26.383,22.634,72.769,7.572,77.209
2022-08-06,70.773,97.758,41.412,22.434,1.096,31.939,19.789,30.556,3.939,72.997
2022-08-07,58.913,108.802,43.610,20.987,0.524,41.926,20.163,46.584,7.945,70.819
2022-08-08,65.181,115.294,39.415,23.868,1.143,25.192,14.612,38.542,4.547,75.062
2022-08-09,61.348,111.582,33.674,14.745,1.153,22.818,20.118,37.657,6.181,70.883
2022-08-10,53.908,87.072,48.127,18.298,1.133,29.240,20.304,87.542,0.553,62.701
2022-08-11,63.333,94.991,36.773,18.871,1.012,37.222,17.384,52.594,4.225,67.519
2022-08-12,50.913,93.618,28.119,22.278,1.265,19.872,24.704,61.625,6.031,59.166
2022-08-13,69.460,101.510,23.604,16.034,1.220,40.175,11.452,74.029,6.371,69.904
2022-08-14,55.860,103.036,50.087,24.578,1.193,28.796,20.545,32.847,1.685,68.858
2022-08-15,60.811,87.346,44.933,25.932,1.324,24.860,20.206,44.461,3.642,65.596
2022-08-16,61.099,95.983,40.704,15.056,1.071,18.799,19.569,79.929,3.643,67.485
2022-08-17,56.398,74.682,36.478,17.546,1.054,34.946,18.352,81.719,1.277,57.899
2022-08-18,62.807,108.885,35.768,17.340,1.614,28.802,19.356,52.377,3.823,71.222
2022-08-19,53.964,88.933,31.394,33.162,1.368,31.195,20.192,52.492,6.553,59.941
2022-08-20,64.390,94.215,36.548,17.850,1.448,23.694,15.296,75.414,2.751,67.769
2022-08-21,46.316,90.167,23.039,28.388,1.568,27.766,18.259,47.704,3.744,54.816
2022-08-22,57.765,104.339,34.111,13.667,1.358,26.594,16.701,37.026,7.707,67.006
2022-08-23,71.942,64.127,37.512,15.052,1.479,29.296,13.862,45.452,0.738,62.712
2022-08-24,48.112,91.967,44.879,16.567,0.726,25.313,19.190,53.241,4.936,60.622
2022-08-25,50.384,90.715,39.681,15.772,1.261,19.261,15.242,33.132,6.076,60.342
2022-08-26,59.615,86.885,46.359,18.661,1.145,49.099,12.341,58.721,6.207,65.145
2022-08-27,56.646,108.340,50.793,16.456,1.703,20.456,15.119,74.400,5.870,70.984
2022-08-28,57.727,81.869,48.465,15.903,1.478,31.270,14.244,60.825,5.948,63.118
2022-08-29,58.556,98.134,43.764,25.792,1.011,17.596,19.633,34.314,0.943,67.471
2022-08-30,59.448,93.661,40.095,26.119,1.312,16.021,16.916,56.409,4.506,65.841
2022-08-31,62.983,102.405,32.154,24.746,1.250,30.685,20.516,72.534,6.372,68.644
2022-09-01,57.127,82.818,45.920,22.620,1.336,31.221,14.283,33.486,1.205,62.593
2022-09-02,51.670,81.870,53.438,20.464,0.894,38.830,18.822,33.591,0.590,61.083
2022-09-03,58.739,99.879,42.737,17.515,1.308,32.797,24.638,52.236,6.609,67.880
2022-09-04,68.324,92.899,55.338,15.234,1.132,28.951,17.110,41.698,5.842,73.099
2022-09-05,51.838,72.933,27.795,21.815,1.285,23.353,18.551,86.087,3.592,53.358
2022-09-06,44.886,82.736,30.767,14.132,0.983,40.493,17.975,64.881,7.553,53.417
2022-09-07,61.329,91.748,46.842,15.030,1.024,36.502,11.558,47.240,6.249,67.557
2022-09-08,51.308,96.027,42.114,25.765,1.552,21.276,17.515,72.287,7.759,62.885
2022-09-09,34.697,80.632,50.510,29.503,0.885,30.266,16.612,52.496,7.470,51.640
2022-09-10,58.673,58.067,39.876,21.966,0.907,31.008,14.852,37.927,4.110,54.732
2022-09-11,47.435,92.236,33.056,25.532,1.185,27.580,12.920,44.234,6.160,57.999
2022-09-12,50.825,74.604,38.291,18.771,0.968,35.403,17.598,68.565,5.519,55.452
2022-09-13,54.045,66.448,27.739,13.312,0.934,35.822,12.546,33.113,6.586,52.505
2022-09-14,52.762,58.122,30.971,23.061,1.232,28.667,21.814,46.361,6.408,50.012
2022-09-15,56.771,94.418,47.780,22.846,0.748,28.034,15.708,42.499,1.649,66.267
2022-09-16,47.478,87.408,46.982,20.358,0.898,40.493,11.651,42.068,2.253,59.358
2022-09-17,54.941,83.719,42.904,18.788,1.816,36.530,13.737,70.966,2.493,61.167
2022-09-18,48.643,99.730,26.231,24.811,1.338,30.507,14.405,79.549,6.639,59.487
2022-09-19,56.522,92.087,37.133,15.071,0.976,18.596,22.441,72.952,6.581,63.314
2022-09-20,55.435,101.761,30.200,16.131,1.325,32.408,12.517,68.744,4.215,64.286
2022-09-21,42.938,71.564,49.412,14.959,1.370,34.887,14.792,84.987,4.856,52.821
2022-09-22,59.028,85.051,35.330,20.425,1.498,10.718,13.500,33.504,6.702,62.095
2022-09-23,45.979,69.144,31.314,14.561,1.162,31.763,16.587,40.049,2.844,49.995
2022-09-24,56.667,82.942,40.238,16.579,1.493,27.083,13.502,54.864,0.876,61.264
2022-09-25,53.085,82.685,34.879,16.471,0.588,28.454,11.632,52.347,4.119,58.324
2022-09-26,64.806,91.383,51.870,18.697,0.883,23.648,14.448,55.083,7.353,70.192
2022-09-27,48.275,85.529,34.122,12.563,1.249,28.963,14.123,42.387,6.429,56.620
2022-09-28,47.239,91.273,28.806,20.436,1.299,39.744,13.234,38.970,3.250,56.763
2022-09-29,49.858,92.050,22.777,26.237,0.926,26.875,13.388,60.552,0.986,57.100
2022-09-30,47.577,106.552,39.754,20.677,1.278,36.759,18.555,85.683,5.277,63.705
2022-10-01,56.400,81.847,35.505,27.707,1.013,24.356,14.041,53.518,6.759,59.855
2022-10-02,37.076,75.598,28.569,26.670,1.117,35.311,11.600,32.601,5.487,46.931
2022-10-03,41.593,87.487,49.514,23.889,1.507,30.012,13.621,72.370,3.688,56.945
2022-10-04,41.505,77.032,45.338,20.373,1.473,32.464,15.179,47.466,1.425,52.929
2022-10-05,57.683,99.913,39.774,20.113,0.901,30.050,11.018,44.706,7.331,66.770
2022-10-06,63.807,82.311,50.915,23.819,0.883,34.491,19.919,49.455,2.570,66.780
2022-10-07,49.338,79.547,45.300,18.042,1.077,12.027,17.661,73.429,2.182,57.593
2022-10-08,48.883,80.559,33.417,10.587,1.192,20.061,19.368,79.129,6.620,55.293
2022-10-09,50.862,92.537,31.686,22.460,1.003,32.920,16.277,65.283,7.859,59.529
2022-10-10,59.675,83.865,46.544,14.345,1.512,15.695,8.845,49.349,5.451,64.306
2022-10-11,43.047,79.127,43.171,15.189,1.304,26.286,19.761,48.629,5.186,53.896
2022-10-12,52.468,102.308,41.358,20.001,1.322,29.620,12.596,37.459,2.896,65.198
2022-10-13,58.466,77.214,33.228,19.524,0.820,24.203,12.875,85.998,0.653,59.043
2022-10-14,54.786,86.262,44.864,12.940,1.550,25.159,15.728,68.288,1.938,62.244
2022-10-15,52.415,92.571,33.956,20.827,0.354,31.901,19.434,31.618,4.883,60.770
2022-10-16,59.036,69.886,39.184,24.831,1.450,37.065,18.502,69.742,1.635,58.321
2022-10-17,29.540,91.163,51.576,14.358,1.480,23.291,18.108,56.829,7.129,52.434
2022-10-18,56.736,75.981,34.713,26.362,1.070,25.975,14.502,88.353,1.911,58.105
2022-10-19,46.236,94.941,27.416,12.199,1.582,24.881,14.507,79.144,4.416,57.083
2022-10-20,36.987,77.278,31.580,30.587,1.181,13.050,16.582,40.279,4.340,47.993
2022-10-21,55.894,94.033,47.954,17.944,1.219,30.992,15.211,73.207,5.030,65.748
2022-10-22,62.974,98.374,42.038,20.728,1.302,36.543,18.330,59.134,2.956,69.407
2022-10-23,51.074,96.150,38.969,10.540,2.156,37.117,18.215,41.223,7.052,62.176
2022-10-24,59.994,90.279,35.927,19.689,1.603,23.905,17.564,71.924,3.832,64.266
2022-10-25,65.474,85.693,43.883,21.142,1.410,21.238,8.281,62.843,5.751,67.222
2022-10-26,63.309,82.490,33.207,19.569,0.926,30.151,16.314,31.822,5.269,63.043
2022-10-27,66.131,103.223,42.445,17.185,1.243,35.805,15.677,68.795,1.379,72.521
2022-10-28,59.178,81.786,34.150,15.267,0.956,31.084,16.584,68.099,5.170,60.954
2022-10-29,54.081,78.687,32.819,25.653,1.447,32.025,13.896,38.645,4.630,57.211
2022-10-30,40.908,95.997,34.900,20.154,1.242,37.993,12.267,50.939,7.240,56.233
2022-10-31,52.008,81.678,36.997,27.704,0.863,24.826,17.715,65.154,7.107,57.907
2022-11-01,47.491,80.443,39.609,17.368,1.224,28.460,15.343,38.327,1.632,55.800
2022-11-02,71.873,75.820,41.884,17.826,0.945,41.442,18.226,81.163,1.113,67.059
2022-11-03,53.374,85.749,10.493,24.078,1.245,28.622,14.581,31.649,2.709,54.511
2022-11-04,56.051,90.082,33.539,11.885,0.942,21.129,20.936,36.170,7.900,61.758
2022-11-05,59.768,93.679,36.867,13.933,1.208,25.315,19.788,36.966,0.662,65.361
2022-11-06,56.003,101.109,52.040,25.487,1.425,23.433,17.775,61.686,5.547,68.742
2022-11-07,69.520,97.221,31.360,14.140,1.184,32.500,16.347,67.207,5.064,70.198
2022-11-08,51.290,90.408,41.302,10.905,1.083,23.728,19.648,54.224,5.349,61.028
2022-11-09,58.148,90.708,51.960,29.343,1.261,31.897,18.375,47.320,2.137,66.678
2022-11-10,50.978,98.172,29.496,13.031,1.409,24.848,18.022,78.559,2.200,60.840
2022-11-11,46.691,106.185,43.152,20.921,0.868,15.136,20.546,34.097,3.730,63.831
2022-11-12,52.697,95.119,33.582,20.345,1.278,32.146,21.810,46.818,1.219,61.600
2022-11-13,57.641,89.569,35.963,5.947,1.595,31.039,13.889,32.347,1.060,62.884
2022-11-14,54.856,84.744,33.575,18.663,1.372,33.624,14.612,30.833,1.163,59.566
2022-11-15,53.111,80.640,34.145,22.242,1.217,25.289,15.543,51.203,4.797,57.576
2022-11-16,47.766,102.182,61.775,21.772,1.392,24.543,13.498,41.689,3.483,66.892
2022-11-17,58.724,101.733,46.756,24.518,1.336,32.810,17.941,46.102,2.702,69.233
2022-11-18,47.729,102.168,48.814,18.063,1.426,40.633,20.056,79.257,2.869,64.278
2022-11-19,66.231,95.556,43.936,23.563,0.593,30.078,18.319,39.779,2.055,70.570
2022-11-20,61.201,111.367,27.150,16.553,0.734,32.972,16.911,76.814,3.586,69.440
2022-11-21,49.277,92.919,43.160,12.948,1.501,27.749,22.025,70.503,2.023,61.146
2022-11-22,58.865,107.781,48.583,13.511,0.748,19.195,19.201,49.587,5.735,71.483
2022-11-23,55.728,98.316,33.173,12.689,1.320,36.772,19.944,62.793,1.429,63.994
2022-11-24,64.712,93.101,47.723,25.048,1.094,36.359,22.515,56.666,7.612,69.831
2022-11-25,73.300,105.597,45.635,12.427,0.901,34.975,18.822,37.704,1.174,77.456
2022-11-26,47.998,104.262,54.816,21.370,1.305,28.726,25.514,84.431,7.576,66.241
2022-11-27,64.347,104.234,36.658,18.670,1.260,34.179,18.132,64.177,6.750,70.775
2022-11-28,62.579,101.983,31.219,19.487,1.833,36.256,25.614,82.814,5.605,68.128
2022-11-29,69.668,101.302,37.107,26.818,1.013,41.341,16.842,79.430,7.342,72.646
2022-11-30,66.445,126.080,51.485,17.808,1.632,36.920,21.466,34.787,1.544,81.344
2022-12-01,59.171,114.560,25.373,23.058,1.306,30.447,18.135,42.436,1.822,69.028
2022-12-02,63.086,110.473,23.453,20.188,1.002,20.842,23.571,38.716,2.391,69.375
2022-12-03,59.725,104.894,40.715,19.240,1.440,31.090,18.930,79.847,2.336,69.474
2022-12-04,75.161,114.384,36.459,31.500,1.370,31.796,21.390,81.747,2.831,79.188
2022-12-05,67.187,110.033,40.062,12.793,1.211,34.963,18.721,61.678,4.817,74.616
2022-12-06,82.694,105.660,47.562,26.446,1.280,39.477,23.640,36.251,0.711,82.557
2022-12-07,67.470,102.912,35.579,23.282,1.021,29.334,19.018,38.137,3.367,71.725
2022-12-08,62.763,105.693,25.016,17.602,0.952,44.707,26.194,78.813,2.348,68.092
2022-12-09,56.799,75.355,56.356,28.147,1.428,17.685,18.315,85.751,5.050,62.277
2022-12-10,54.965,109.727,32.022,10.759,1.133,32.935,17.426,41.969,7.889,66.805
2022-12-11,57.201,103.302,31.528,17.391,1.176,24.410,24.479,30.668,4.382,65.897
2022-12-12,72.499,124.682,48.830,13.958,1.284,16.649,20.012,49.857,3.693,83.420
2022-12-13,74.922,109.521,36.924,22.060,1.280,28.588,21.929,31.830,3.262,77.702
2022-12-14,58.696,98.013,39.493,14.435,0.771,19.800,21.148,79.678,6.387,66.651
2022-12-15,79.002,109.983,43.862,22.165,1.586,28.870,18.343,59.491,1.040,81.268
2022-12-16,68.475,100.601,48.669,19.068,1.236,30.243,22.215,68.512,7.698,74.152
2022-12-17,74.014,116.381,37.332,17.603,1.139,37.830,26.408,54.689,3.634,79.388
2022-12-18,86.240,115.142,52.160,21.943,1.329,19.447,25.790,50.730,2.853,88.095
2022-12-19,81.022,122.400,22.914,18.657,1.271,36.359,23.644,43.332,7.806,81.813
